file,role,source_item,source_file,licence,source_url
wav/hat_closed__real__0018.wav,hat_closed,SC8850DrumSamples,SC 8850 Drum Samples/High Hat 02 SC8850-O2.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/hat_closed__real__0019.wav,hat_closed,SC8850DrumSamples,SC 8850 Drum Samples/High Hat 08 SC8850-O2.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0064.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 01 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0065.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 02 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0066.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 03 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0067.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 04 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0068.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 05 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0069.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 06 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0070.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 07 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0071.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 08 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0072.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 09 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0073.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 1 SC8850-O2.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0074.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 10 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0075.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 11 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0076.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 12 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0077.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 13 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0078.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 14 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0079.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 15 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0080.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 16 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0081.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 17 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0082.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 18 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0083.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 19 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0084.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 20 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/kick__real__0085.wav,kick,SC8850DrumSamples,SC 8850 Drum Samples/Kick 21 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/perc__real__0023.wav,perc,SC8850DrumSamples,SC 8850 Drum Samples/Agogo High SC8850-O2.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/perc__real__0024.wav,perc,SC8850DrumSamples,SC 8850 Drum Samples/Agogo Low SC8850-O2.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/perc__real__0025.wav,perc,SC8850DrumSamples,SC 8850 Drum Samples/Bongo 01 SC8850-O2.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/perc__real__0026.wav,perc,SC8850DrumSamples,SC 8850 Drum Samples/Bongo 02 SC8850-O2.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/perc__real__0027.wav,perc,SC8850DrumSamples,SC 8850 Drum Samples/Bongo 03 SC8850-O2.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/perc__real__0028.wav,perc,SC8850DrumSamples,SC 8850 Drum Samples/Bongo 04 SC8850-O2.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/perc__real__0029.wav,perc,SC8850DrumSamples,SC 8850 Drum Samples/Bongo SC8850-O2.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/perc__real__0030.wav,perc,SC8850DrumSamples,SC 8850 Drum Samples/Cabasa SC8850-O2.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/perc__real__0031.wav,perc,SC8850DrumSamples,SC 8850 Drum Samples/Cabasa Tap SC8850-O2.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/perc__real__0032.wav,perc,SC8850DrumSamples,SC 8850 Drum Samples/Cowbell SC8850-O2.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/perc__real__0033.wav,perc,SC8850DrumSamples,SC 8850 Drum Samples/Snare 01 SC8850-O1.wav,CC Public Domain Mark 1.0,https://archive.org/details/SC8850DrumSamples
wav/perc__real__0034.wav,perc,TamTamDrumKits,tamtamDrumKits44/agogo aigu.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0035.wav,perc,TamTamDrumKits,tamtamDrumKits44/tambourine low.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0036.wav,perc,TamTamDrumKits,tamtamDrumKits44/Quica  grave.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/clap__real__0026.wav,clap,TamTamDrumKits,tamtamDrumKits44/drum4tr707clap.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0037.wav,perc,TamTamDrumKits,tamtamDrumKits44/Conga aigu slap.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0038.wav,perc,TamTamDrumKits,tamtamDrumKits44/Bongo aigu slap.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0039.wav,perc,TamTamDrumKits,tamtamDrumKits44/djembe mid.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0040.wav,perc,TamTamDrumKits,tamtamDrumKits44/cowbell_tip.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0041.wav,perc,TamTamDrumKits,tamtamDrumKits44/djembe sidestick4.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0042.wav,perc,TamTamDrumKits,tamtamDrumKits44/Bongo aigu fermÇ.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0043.wav,perc,TamTamDrumKits,tamtamDrumKits44/Quica  glisse.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0044.wav,perc,TamTamDrumKits,tamtamDrumKits44/tambourine_pied.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0045.wav,perc,TamTamDrumKits,tamtamDrumKits44/timables rim.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0046.wav,perc,TamTamDrumKits,tamtamDrumKits44/djembe_mute.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0047.wav,perc,TamTamDrumKits,tamtamDrumKits44/Conga aigu ouvert.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0048.wav,perc,TamTamDrumKits,tamtamDrumKits44/Conga grave fermÇ.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0049.wav,perc,TamTamDrumKits,tamtamDrumKits44/darbuka tak.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0050.wav,perc,TamTamDrumKits,tamtamDrumKits44/tambourine_high.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0051.wav,perc,TamTamDrumKits,tamtamDrumKits44/tambourine_pied_soft.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0052.wav,perc,TamTamDrumKits,tamtamDrumKits44/drum4tambouri.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0053.wav,perc,TamTamDrumKits,tamtamDrumKits44/agogo grave.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0054.wav,perc,TamTamDrumKits,tamtamDrumKits44/timables aigu rim.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/hat_closed__real__0020.wav,hat_closed,TamTamDrumKits,tamtamDrumKits44/hat_remix_flanger.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0055.wav,perc,TamTamDrumKits,tamtamDrumKits44/darbuka finger.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0056.wav,perc,TamTamDrumKits,tamtamDrumKits44/Conga grave slap.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0057.wav,perc,TamTamDrumKits,tamtamDrumKits44/Bongo grave slap.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0058.wav,perc,TamTamDrumKits,tamtamDrumKits44/Conga grave ouvert.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0059.wav,perc,TamTamDrumKits,tamtamDrumKits44/Conga aigu fermÇ.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0060.wav,perc,TamTamDrumKits,tamtamDrumKits44/darbuka_finger.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/hat_closed__real__0021.wav,hat_closed,TamTamDrumKits,tamtamDrumKits44/hat remix flanger.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0061.wav,perc,TamTamDrumKits,tamtamDrumKits44/Bongo aigu ouvert.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0062.wav,perc,TamTamDrumKits,tamtamDrumKits44/tambourine pied.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0063.wav,perc,TamTamDrumKits,tamtamDrumKits44/tambourine high.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0064.wav,perc,TamTamDrumKits,tamtamDrumKits44/darbuka pied soft.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/kick__real__0086.wav,kick,TamTamDrumKits,tamtamDrumKits44/drum4tr909kick.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0065.wav,perc,TamTamDrumKits,tamtamDrumKits44/pedal perc.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0066.wav,perc,TamTamDrumKits,tamtamDrumKits44/Quica  glisse 2.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0067.wav,perc,TamTamDrumKits,tamtamDrumKits44/djembe_low.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0068.wav,perc,TamTamDrumKits,tamtamDrumKits44/djembe mute.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/perc__real__0069.wav,perc,TamTamDrumKits,tamtamDrumKits44/Bongo grave fermÇ.wav,CC BY 3.0,https://archive.org/details/TamTamDrumKits
wav/rumble__real__0001.wav,rumble,ejay-virtual-music-studio-samples,Snares/rumblerrama.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/rumble__real__0002.wav,rumble,ejay-virtual-music-studio-samples,Kicks/subby bd.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/rumble__real__0003.wav,rumble,ejay-virtual-music-studio-samples,Kicks/good subber.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/rumble__real__0004.wav,rumble,ejay-virtual-music-studio-samples,Kicks/extra sub.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/rumble__real__0005.wav,rumble,ejay-virtual-music-studio-samples,Kicks/dirty subba.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/rumble__real__0006.wav,rumble,ejay-virtual-music-studio-samples,Kicks/rumblerama.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/riser__real__0001.wav,riser,ejay-virtual-music-studio-samples,Snares/tech sweep.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/riser__real__0002.wav,riser,ejay-virtual-music-studio-samples,Cymbals/sweeping.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/riser__real__0003.wav,riser,ejay-virtual-music-studio-samples,Other/sweeperfx1.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/stab__real__0001.wav,stab,ejay-virtual-music-studio-samples,Kicks/drive basstab.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/stab__real__0002.wav,stab,ejay-virtual-music-studio-samples,Musical/flute stab C.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/stab__real__0003.wav,stab,ejay-virtual-music-studio-samples,Musical/Stab dim.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/stab__real__0004.wav,stab,ejay-virtual-music-studio-samples,Musical/glokchord.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/stab__real__0005.wav,stab,ejay-virtual-music-studio-samples,Musical/Stab major.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/stab__real__0006.wav,stab,ejay-virtual-music-studio-samples,Musical/Stab minor.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/stab__real__0007.wav,stab,ejay-virtual-music-studio-samples,Musical/stab A.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/stab__real__0008.wav,stab,ejay-virtual-music-studio-samples,Musical/Piano Chord C.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/stab__real__0009.wav,stab,ejay-virtual-music-studio-samples,Musical/black stab.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/stab__real__0010.wav,stab,ejay-virtual-music-studio-samples,Musical/stab 2 min.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/stab__real__0011.wav,stab,ejay-virtual-music-studio-samples,Musical/String Chord C.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/stab__real__0012.wav,stab,ejay-virtual-music-studio-samples,Musical/Piano Chord Am.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/stab__real__0013.wav,stab,ejay-virtual-music-studio-samples,Musical/stab 2 maj.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/stab__real__0014.wav,stab,ejay-virtual-music-studio-samples,Musical/String Chord Am.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/stab__real__0015.wav,stab,ejay-virtual-music-studio-samples,Musical/lead stab.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/stab__real__0016.wav,stab,ejay-virtual-music-studio-samples,Musical/stab 3 min.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/stab__real__0017.wav,stab,ejay-virtual-music-studio-samples,Musical/jazz stabb.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/stab__real__0018.wav,stab,ejay-virtual-music-studio-samples,Musical/stabber.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/hat_open__real__0003.wav,hat_open,ejay-virtual-music-studio-samples,Hats/goh hat.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/hat_open__real__0004.wav,hat_open,ejay-virtual-music-studio-samples,Hats/op hat floor.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/hat_open__real__0005.wav,hat_open,ejay-virtual-music-studio-samples,Hats/op hat real.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/hat_open__real__0006.wav,hat_open,ejay-virtual-music-studio-samples,Hats/op hat synth2.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/hat_open__real__0007.wav,hat_open,ejay-virtual-music-studio-samples,Hats/forkout ohh.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/hat_open__real__0008.wav,hat_open,ejay-virtual-music-studio-samples,Hats/mother op hat.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/hat_open__real__0009.wav,hat_open,ejay-virtual-music-studio-samples,Hats/nineo op.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/hat_open__real__0010.wav,hat_open,ejay-virtual-music-studio-samples,Hats/glasters ohh.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/hat_open__real__0011.wav,hat_open,ejay-virtual-music-studio-samples,Hats/open hatter.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/hat_open__real__0012.wav,hat_open,ejay-virtual-music-studio-samples,Hats/mamma op.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/hat_open__real__0013.wav,hat_open,ejay-virtual-music-studio-samples,Hats/new op hat.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/hat_open__real__0014.wav,hat_open,ejay-virtual-music-studio-samples,Hats/littlebeat ohh.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/hat_open__real__0015.wav,hat_open,ejay-virtual-music-studio-samples,Hats/hmmm op hat.wav,CC0 1.0,https://archive.org/details/ejay-virtual-music-studio-samples
wav/pad__real__0001.wav,pad,sonic-pi-samples,ambi_drone.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/ambi_drone.flac
wav/pad__real__0002.wav,pad,sonic-pi-samples,ambi_glass_hum.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/ambi_glass_hum.flac
wav/pad__real__0003.wav,pad,sonic-pi-samples,ambi_haunted_hum.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/ambi_haunted_hum.flac
wav/pad__real__0004.wav,pad,sonic-pi-samples,ambi_lunar_land.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/ambi_lunar_land.flac
wav/pad__real__0005.wav,pad,sonic-pi-samples,ambi_choir.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/ambi_choir.flac
wav/pad__real__0006.wav,pad,sonic-pi-samples,ambi_sauna.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/ambi_sauna.flac
wav/pad__real__0007.wav,pad,sonic-pi-samples,ambi_piano.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/ambi_piano.flac
wav/pad__real__0008.wav,pad,sonic-pi-samples,ambi_glass_rub.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/ambi_glass_rub.flac
wav/pad__real__0009.wav,pad,sonic-pi-samples,ambi_soft_buzz.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/ambi_soft_buzz.flac
wav/riser__real__0004.wav,riser,sonic-pi-samples,perc_swash.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/perc_swash.flac
wav/riser__real__0005.wav,riser,sonic-pi-samples,perc_swoosh.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/perc_swoosh.flac
wav/riser__real__0006.wav,riser,sonic-pi-samples,ambi_swoosh.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/ambi_swoosh.flac
wav/riser__real__0007.wav,riser,sonic-pi-samples,ambi_dark_woosh.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/ambi_dark_woosh.flac
wav/impact__real__0035.wav,impact,sonic-pi-samples,elec_cymbal.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/elec_cymbal.flac
wav/impact__real__0036.wav,impact,sonic-pi-samples,drum_splash_soft.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/drum_splash_soft.flac
wav/impact__real__0037.wav,impact,sonic-pi-samples,drum_splash_hard.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/drum_splash_hard.flac
wav/impact__real__0038.wav,impact,sonic-pi-samples,perc_door.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/perc_door.flac
wav/impact__real__0039.wav,impact,sonic-pi-samples,perc_impact1.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/perc_impact1.flac
wav/impact__real__0040.wav,impact,sonic-pi-samples,perc_impact2.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/perc_impact2.flac
wav/hat_open__real__0016.wav,hat_open,sonic-pi-samples,drum_cymbal_open.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/drum_cymbal_open.flac
wav/hat_closed__real__0022.wav,hat_closed,sonic-pi-samples,drum_cymbal_closed.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/drum_cymbal_closed.flac
wav/hat_closed__real__0023.wav,hat_closed,sonic-pi-samples,drum_cymbal_pedal.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/drum_cymbal_pedal.flac
wav/kick__real__0087.wav,kick,sonic-pi-samples,drum_heavy_kick.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/drum_heavy_kick.flac
wav/kick__real__0088.wav,kick,sonic-pi-samples,drum_bass_hard.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/drum_bass_hard.flac
wav/kick__real__0089.wav,kick,sonic-pi-samples,drum_bass_soft.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/drum_bass_soft.flac
wav/kick__real__0090.wav,kick,sonic-pi-samples,elec_hollow_kick.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/elec_hollow_kick.flac
wav/kick__real__0091.wav,kick,sonic-pi-samples,elec_soft_kick.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/elec_soft_kick.flac
wav/kick__real__0092.wav,kick,sonic-pi-samples,bd_ada.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/bd_ada.flac
wav/kick__real__0093.wav,kick,sonic-pi-samples,bd_pure.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/bd_pure.flac
wav/kick__real__0094.wav,kick,sonic-pi-samples,bd_808.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/bd_808.flac
wav/kick__real__0095.wav,kick,sonic-pi-samples,bd_zum.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/bd_zum.flac
wav/kick__real__0096.wav,kick,sonic-pi-samples,bd_gas.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/bd_gas.flac
wav/kick__real__0097.wav,kick,sonic-pi-samples,bd_sone.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/bd_sone.flac
wav/kick__real__0098.wav,kick,sonic-pi-samples,bd_haus.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/bd_haus.flac
wav/kick__real__0099.wav,kick,sonic-pi-samples,bd_zome.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/bd_zome.flac
wav/kick__real__0100.wav,kick,sonic-pi-samples,bd_boom.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/bd_boom.flac
wav/kick__real__0101.wav,kick,sonic-pi-samples,bd_klub.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/bd_klub.flac
wav/kick__real__0102.wav,kick,sonic-pi-samples,bd_fat.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/bd_fat.flac
wav/kick__real__0103.wav,kick,sonic-pi-samples,bd_tek.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/bd_tek.flac
wav/kick__real__0104.wav,kick,sonic-pi-samples,bd_mehackit.flac,CC0 1.0,https://raw.githubusercontent.com/sonic-pi-net/sonic-pi/dev/etc/samples/bd_mehackit.flac
